;O_P_ Numero;Item_O_P;Desc_item;ITEMS_NUEVO ;Bodega;Fecha;U_M_inv.;Neto_peso;Entradas_peso;Entradas_inv;Salidas_inv;Salidas_peso;Salidas_prom;Neto_prom;Costo_MP_sal;Costo_MO_sal;Costo_CIF_sal;Tipo_inventario;Costo_CIF_NP_ent;Costo_MO_ent;Costo_CIF_EN_ent;Tipo_docto
;OP-00001846;00004348 CINTA CR 1.05 MM X 93 MM;KILOS BOBINA 1.05 X 1220;OP-0000184600004348 CINTA CR 1.05 MM X 93 MM;00105;26/02/2022;kg  ;-2.364,00;0,00;0,00;2.364,00;2.364,00;$10.541.076,00;-$10.541.076,00;$10.541.076,00;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001846;00004349 CINTA CR 0.75 MM X 93 MM;CINTA CR 0.75 MM X 93 MM;OP-0000184600004349 CINTA CR 0.75 MM X 93 MM;00105;26/02/2022;kg  ;4.712,00;4.712,00;4.712,00;0,00;0,00;$0,00;$21.157.466,11;$0,00;$0,00;$0,00;IN141006  ;$0,00;$20.688,58;$29.753,61;EDP
;OP-00001846;00004349 CINTA CR 0.75 MM X 93 MM;KILOS BOBINA 0.75 X 1.220;OP-0000184600004349 CINTA CR 0.75 MM X 93 MM;00105;26/02/2022;kg  ;-4.716,00;0,00;0,00;4.716,00;4.716,00;$21.107.023,92;-$21.107.023,92;$21.107.023,92;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001846;00004441 CINTA CR 0.65 MM X 92 MM;CINTA CR 0.65 MM X 92 MM;OP-0000184600004441 CINTA CR 0.65 MM X 92 MM;00105;26/02/2022;kg  ;4.678,00;4.678,00;4.678,00;0,00;0,00;$0,00;$21.489.624,35;$0,00;$0,00;$0,00;IN141006  ;$0,00;$20.688,58;$29.753,61;EDP
;OP-00001846;00004441 CINTA CR 0.65 MM X 92 MM;KILOS BOBINA 0.65 X 1.220;OP-0000184600004441 CINTA CR 0.65 MM X 92 MM;00105;26/02/2022;kg  ;-4.682,00;0,00;0,00;4.682,00;4.682,00;$21.439.182,16;-$21.439.182,16;$21.439.182,16;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001846;00004783 CINTA CR 0.65 MM X 38 MM;CINTA CR 0.65 MM X 38 MM;OP-0000184600004783 CINTA CR 0.65 MM X 38 MM;00105;26/02/2022;kg  ;478,00;478,00;478,00;0,00;0,00;$0,00;$2.211.176,31;$0,00;$0,00;$0,00;IN141006  ;$0,00;$5.423,22;$7.799,49;EDP
;OP-00001846;00004783 CINTA CR 0.65 MM X 38 MM;KILOS BOBINA 0.65 X 1.220;OP-0000184600004783 CINTA CR 0.65 MM X 38 MM;00105;26/02/2022;kg  ;-480,00;0,00;0,00;480,00;480,00;$2.197.953,60;-$2.197.953,60;$2.197.953,60;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001846;00004784 CINTA CR 0.75 MM X 38 MM;CINTA CR 0.75 MM X 38 MM;OP-0000184600004784 CINTA CR 0.75 MM X 38 MM;00105;26/02/2022;kg  ;481,00;481,00;481,00;0,00;0,00;$0,00;$2.174.947,17;$0,00;$0,00;$0,00;IN141006  ;$0,00;$5.423,22;$7.799,49;EDP
;OP-00001846;00004784 CINTA CR 0.75 MM X 38 MM;KILOS BOBINA 0.75 X 1.220;OP-0000184600004784 CINTA CR 0.75 MM X 38 MM;00105;26/02/2022;kg  ;-483,00;0,00;0,00;483,00;483,00;$2.161.724,46;-$2.161.724,46;$2.161.724,46;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001846;00004795 CINTA CR 1.05 MM X 38 MM;CINTA CR 1.05 MM X 38 MM;OP-0000184600004795 CINTA CR 1.05 MM X 38 MM;00105;26/02/2022;kg  ;241,00;241,00;241,00;0,00;0,00;$0,00;$1.085.444,49;$0,00;$0,00;$0,00;IN141006  ;$0,00;$2.611,18;$3.755,31;EDP
;OP-00001846;00004795 CINTA CR 1.05 MM X 38 MM;KILOS BOBINA 1.05 X 1220;OP-0000184600004795 CINTA CR 1.05 MM X 38 MM;00105;26/02/2022;kg  ;-242,00;0,00;0,00;242,00;242,00;$1.079.078,00;-$1.079.078,00;$1.079.078,00;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001846;00004815 CINTA CR 0.75 MM X 68 MM;CINTA CR 0.75 MM X 68 MM;OP-0000184600004815 CINTA CR 0.75 MM X 68 MM;00105;26/02/2022;kg  ;861,00;861,00;861,00;0,00;0,00;$0,00;$3.880.158,39;$0,00;$0,00;$0,00;IN141006  ;$0,00;$5.423,22;$7.799,49;EDP
;OP-00001846;00004815 CINTA CR 0.75 MM X 68 MM;KILOS BOBINA 0.75 X 1.220;OP-0000184600004815 CINTA CR 0.75 MM X 68 MM;00105;26/02/2022;kg  ;-864,00;0,00;0,00;864,00;864,00;$3.866.935,68;-$3.866.935,68;$3.866.935,68;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001846;00004817 CINTA CR 1.05 MM X 68 MM;CINTA CR 1.05 MM X 68 MM;OP-0000184600004817 CINTA CR 1.05 MM X 68 MM;00105;26/02/2022;kg  ;432,00;432,00;432,00;0,00;0,00;$0,00;$1.937.113,49;$0,00;$0,00;$0,00;IN141006  ;$0,00;$2.611,18;$3.755,31;EDP
;OP-00001846;00004817 CINTA CR 1.05 MM X 68 MM;KILOS BOBINA 1.05 X 1220;OP-0000184600004817 CINTA CR 1.05 MM X 68 MM;00105;26/02/2022;kg  ;-433,00;0,00;0,00;433,00;433,00;$1.930.747,00;-$1.930.747,00;$1.930.747,00;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001847;00001124 TUBO CUAD 1 1/2 C.20A;CINTA 0.75 MM x 147 MM;OP-0000184700001124 TUBO CUAD 1 1/2 C.20A;00105;26/02/2022;kg  ;-5.057,00;0,00;0,00;5.057,00;5.057,00;$22.307.617,20;-$22.307.617,20;$22.281.567,16;$10.688,59;$15.361,45;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001847;00001124 TUBO CUAD 1 1/2 C.20A;TUBO CUAD 1 1/2 C.20A;OP-0000184700001124 TUBO CUAD 1 1/2 C.20A;00105;28/02/2022;Und ;5.574,76;5.574,76;967,00;0,00;0,00;$0,00;$23.072.567,90;$0,00;$0,00;$0,00;IN143005  ;$15.361,45;$205.625,29;$570.014,00;EDP
;OP-00001847;00001128 TUBO CUAD 1 C.18B;CINTA CR 1.05 MM X 92 MM;OP-0000184700001128 TUBO CUAD 1 C.18B;00105;26/02/2022;kg  ;-578,00;0,00;0,00;578,00;578,00;$2.524.258,94;-$2.524.258,94;$2.519.369,06;$1.999,88;$2.890,00;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001847;00001128 TUBO CUAD 1 C.18B;CINTA CR 1.05 MM X 93 MM;OP-0000184700001128 TUBO CUAD 1 C.18B;00105;26/02/2022;kg  ;-1.086,00;0,00;0,00;1.086,00;1.086,00;$4.854.816,39;-$4.854.816,39;$4.846.779,99;$3.301,44;$4.734,96;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001847;00001128 TUBO CUAD 1 C.18B;TUBO CUAD 1 C.18B;OP-0000184700001128 TUBO CUAD 1 C.18B;00105;28/02/2022;Und ;1.760,33;1.760,33;347,00;0,00;0,00;$0,00;$7.608.560,54;$0,00;$0,00;$0,00;IN143005  ;$7.624,96;$63.782,33;$171.004,20;EDP
;OP-00001847;00001130 TUBO CUAD 1 C.20A;CINTA CR 0.75 MM X 93 MM;OP-0000184700001130 TUBO CUAD 1 C.20A;00105;26/02/2022;kg  ;-1.315,00;0,00;0,00;1.315,00;1.315,00;$5.867.043,45;-$5.867.043,45;$5.856.510,30;$4.320,54;$6.212,61;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001847;00001130 TUBO CUAD 1 C.20A;TUBO CUAD 1 C.20A;OP-0000184700001130 TUBO CUAD 1 C.20A;00105;28/02/2022;Und ;1.488,27;1.488,27;399,00;0,00;0,00;$0,00;$6.096.528,66;$0,00;$0,00;$0,00;IN143005  ;$6.212,61;$62.801,55;$171.004,20;EDP
;OP-00001847;00001134 TUBO CUAD 3/4 C.20A;CINTA 0.75 MM x 73 MM;OP-0000184700001134 TUBO CUAD 3/4 C.20A;00105;26/02/2022;kg  ;-456,00;0,00;0,00;456,00;456,00;$2.046.003,60;-$2.046.003,60;$2.043.098,88;$843,60;$2.061,12;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001847;00001134 TUBO CUAD 3/4 C.20A;TUBO CUAD 3/4 C.20A;OP-0000184700001134 TUBO CUAD 3/4 C.20A;00105;28/02/2022;Und ;486,76;486,76;172,00;0,00;0,00;$0,00;$2.114.558,99;$0,00;$0,00;$0,00;IN143005  ;$2.061,12;$18.243,99;$51.155,00;EDP
;OP-00001847;00001136 TUBO CUAD 3/4 C.22;CINTA 0,65 MM x 73 MM;OP-0000184700001136 TUBO CUAD 3/4 C.22;00105;26/02/2022;kg  ;-2.300,00;0,00;0,00;2.300,00;2.300,00;$10.566.053,46;-$10.566.053,46;$10.543.268,90;$9.344,54;$13.440,02;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001847;00001136 TUBO CUAD 3/4 C.22;TUBO CUAD 3/4 C.22;OP-0000184700001136 TUBO CUAD 3/4 C.22;00105;28/02/2022;Und ;2.511,78;2.511,78;1.012,00;0,00;0,00;$0,00;$10.948.528,81;$0,00;$0,00;$0,00;IN143005  ;$13.440,02;$106.812,89;$285.007,00;EDP
;OP-00001847;00001139 TUBO RECT 20X40 C.20A;CINTA 0.75 MM x 117 MM;OP-0000184700001139 TUBO RECT 20X40 C.20A;00105;26/02/2022;kg  ;-2.374,00;0,00;0,00;2.374,00;2.374,00;$9.932.777,70;-$9.932.777,70;$9.917.646,14;$6.196,14;$8.935,42;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001847;00001139 TUBO RECT 20X40 C.20A;TUBO RECT 20X40 C.20A;OP-0000184700001139 TUBO RECT 20X40 C.20A;00105;28/02/2022;Und ;2.625,21;2.625,21;567,00;0,00;0,00;$0,00;$10.315.253,05;$0,00;$0,00;$0,00;IN143005  ;$8.935,42;$103.664,49;$285.007,00;EDP
;OP-00001847;00001143 TUBO RECT 2X1 C.20A;CINTA 0.75 MM x 147 MM;OP-0000184700001143 TUBO RECT 2X1 C.20A;00105;26/02/2022;kg  ;-4.155,00;0,00;0,00;4.155,00;4.155,00;$18.328.681,25;-$18.328.681,25;$18.307.283,20;$8.787,80;$12.610,25;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001847;00001143 TUBO RECT 2X1 C.20A;TUBO RECT 2X1 C.20A;OP-0000184700001143 TUBO RECT 2X1 C.20A;00105;28/02/2022;Und ;4.548,59;4.548,59;789,00;0,00;0,00;$0,00;$18.940.641,81;$0,00;$0,00;$0,00;IN143005  ;$12.610,25;$164.737,16;$456.011,20;EDP
;OP-00001847;00001144 TUBO RECT 2X1 C.20 B;CINTA 0.8 MM x 147 MM;OP-0000184700001144 TUBO RECT 2X1 C.20 B;00105;26/02/2022;kg  ;-3.546,00;0,00;0,00;3.546,00;3.546,00;$14.461.557,24;-$14.461.557,24;$14.441.865,12;$8.073,06;$11.619,06;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001847;00001144 TUBO RECT 2X1 C.20 B;TUBO RECT 2X1 C.20 B;OP-0000184700001144 TUBO RECT 2X1 C.20 B;00105;28/02/2022;Und ;3.812,34;3.812,34;626,00;0,00;0,00;$0,00;$14.996.686,30;$0,00;$0,00;$0,00;IN143005  ;$11.619,06;$144.397,92;$398.804,20;EDP
;OP-00001847;00001146 TUBO RECT 3X1 1/2 C.18B;CINTA 1,05 MM x 224 MM;OP-0000184700001146 TUBO RECT 3X1 1/2 C.18B;00105;26/02/2022;kg  ;-12.428,00;0,00;0,00;12.428,00;12.428,00;$55.190.478,09;-$55.190.478,09;$55.147.851,73;$17.316,98;$25.309,38;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001847;00001146 TUBO RECT 3X1 1/2 C.18B;CINTA 1,05 MM x 225 MM;OP-0000184700001146 TUBO RECT 3X1 1/2 C.18B;00105;26/02/2022;kg  ;-4.075,00;0,00;0,00;4.075,00;4.075,00;$18.104.116,25;-$18.104.116,25;$18.087.308,54;$6.913,76;$9.893,95;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001847;00001146 TUBO RECT 3X1 1/2 C.18B;TUBO RECT 3X1 1/2 C.18B;OP-0000184700001146 TUBO RECT 3X1 1/2 C.18B;00105;28/02/2022;Und ;17.404,49;17.404,49;1.467,00;0,00;0,00;$0,00;$75.742.100,15;$0,00;$0,00;$0,00;IN143005  ;$35.203,33;$647.897,35;$1.823.839,20;EDP
;OP-00001847;00001151 TUBO RECT 4X1 1/2 C.18B;CINTA CR 1,05 MM X 270 MM;OP-0000184700001151 TUBO RECT 4X1 1/2 C.18B;00105;26/02/2022;kg  ;-1.715,00;0,00;0,00;1.715,00;1.715,00;$7.693.044,10;-$7.693.044,10;$7.686.595,70;$2.641,10;$3.807,30;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001847;00001151 TUBO RECT 4X1 1/2 C.18B;TUBO RECT 4X1 1/2 C.18B;OP-0000184700001151 TUBO RECT 4X1 1/2 C.18B;00105;28/02/2022;Und ;1.812,50;1.812,50;125,00;0,00;0,00;$0,00;$7.922.529,31;$0,00;$0,00;$0,00;IN143005  ;$3.807,30;$61.122,11;$171.004,20;EDP
;OP-00001847;00001152 TUBO RECT 4X1 1/2 C.18A;CINTA CR 0.95 MM X 270 MM;OP-0000184700001152 TUBO RECT 4X1 1/2 C.18A;00105;26/02/2022;kg  ;-3.430,00;0,00;0,00;3.430,00;3.430,00;$14.755.953,24;-$14.755.953,24;$14.746.134,73;$4.033,59;$5.784,92;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001847;00001152 TUBO RECT 4X1 1/2 C.18A;TUBO RECT 4X1 1/2 C.18A;OP-0000184700001152 TUBO RECT 4X1 1/2 C.18A;00105;28/02/2022;Und ;3.564,00;3.564,00;275,00;0,00;0,00;$0,00;$15.291.082,30;$0,00;$0,00;$0,00;IN143005  ;$5.784,92;$140.358,45;$398.804,20;EDP
;OP-00001847;00004330 TUBO RED HR 3/4 CAL 16 B;CINTA HR 1,40 MM X 77 MM;OP-0000184700004330 TUBO RED HR 3/4 CAL 16 B;00105;26/02/2022;kg  ;-1.256,00;0,00;0,00;1.256,00;1.256,00;$5.594.437,52;-$5.594.437,52;$5.582.712,76;$4.810,48;$6.914,28;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001847;00004330 TUBO RED HR 3/4 CAL 16 B;TUBO RED HR 3/4 CAL 16 B;OP-0000184700004330 TUBO RED HR 3/4 CAL 16 B;00105;28/02/2022;Und ;1.243,56;1.243,56;241,00;0,00;0,00;$0,00;$5.747.091,23;$0,00;$0,00;$0,00;IN143005  ;$6.914,28;$43.666,99;$113.797,20;EDP
;OP-00001847;00004374 TUBO RECT HR 3 X 1 1/2 C 1.2 MM;CINTA HR 1.20 MM x 225 MM;OP-0000184700004374 TUBO RECT HR 3 X 1 1/2 C 1.2 MM;00105;26/02/2022;kg  ;-1.833,00;0,00;0,00;1.833,00;1.833,00;$8.221.280,39;-$8.221.280,39;$8.213.486,95;$3.194,60;$4.598,84;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001847;00004374 TUBO RECT HR 3 X 1 1/2 C 1.2 MM;TUBO RECT HR 3 X 1 1/2 C 1.2 MM;OP-0000184700004374 TUBO RECT HR 3 X 1 1/2 C 1.2 MM;00105;28/02/2022;Und ;1.702,80;1.702,80;132,00;0,00;0,00;$0,00;$8.526.924,24;$0,00;$0,00;$0,00;IN143005  ;$4.598,84;$81.038,45;$227.800,00;EDP
;OP-00001847;00004421 TUBO CR REDONDO 7/8 CAL 20A;CINTA CR 0.75 MM X 68 MM;OP-0000184700004421 TUBO CR REDONDO 7/8 CAL 20A;00105;26/02/2022;kg  ;-424,00;0,00;0,00;424,00;424,00;$1.867.792,08;-$1.867.792,08;$1.863.526,64;$1.751,12;$2.514,32;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001847;00004421 TUBO CR REDONDO 7/8 CAL 20A;TUBO CR REDONDO 7/8 CAL 20A;OP-0000184700004421 TUBO CR REDONDO 7/8 CAL 20A;00105;28/02/2022;Und ;452,40;452,40;174,00;0,00;0,00;$0,00;$1.943.950,72;$0,00;$0,00;$0,00;IN143005  ;$2.514,32;$21.113,96;$56.795,80;EDP
;OP-00001847;00004529 TUBO CUAD HR 100 X 100 C. 16B;CINTA HR 1.4 MM X 396 MM;OP-0000184700004529 TUBO CUAD HR 100 X 100 C. 16B;00105;26/02/2022;kg  ;-3.273,00;0,00;0,00;3.273,00;3.273,00;$14.568.973,98;-$14.568.973,98;$14.547.830,40;$8.673,45;$12.470,13;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001847;00004529 TUBO CUAD HR 100 X 100 C. 16B;TUBO CUAD HR 100 X 100 C. 16B;OP-0000184700004529 TUBO CUAD HR 100 X 100 C. 16B;00105;28/02/2022;Und ;3.278,16;3.278,16;116,00;0,00;0,00;$0,00;$15.030.601,94;$0,00;$0,00;$0,00;IN143005  ;$12.470,13;$125.504,64;$344.796,77;EDP
;OP-00001847;00004848 TUBO CR REDONDO 7/8 CAL. 18B;CINTA CR 1.05 MM X 68 MM;OP-0000184700004848 TUBO CR REDONDO 7/8 CAL. 18B;00105;26/02/2022;kg  ;-1.073,00;0,00;0,00;1.073,00;1.073,00;$4.645.907,59;-$4.645.907,59;$4.635.617,52;$4.216,89;$6.073,18;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001847;00004848 TUBO CR REDONDO 7/8 CAL. 18B;TUBO CR REDONDO 7/8 CAL. 18B;OP-0000184700004848 TUBO CR REDONDO 7/8 CAL. 18B;00105;28/02/2022;Und ;1.139,20;1.139,20;320,00;0,00;0,00;$0,00;$4.798.561,30;$0,00;$0,00;$0,00;IN143005  ;$6.073,18;$43.073,40;$113.797,20;EDP
;OP-00001848;00004472 PERFIL LIV. PARAL BASE 6 GALV CAL. 26;CINTA GALV 0.38 MM X 123 MM;OP-0000184800004472 PERFIL LIV. PARAL BASE 6 GALV CAL. 26;00105;26/02/2022;kg  ;-745,00;0,00;0,00;745,00;745,00;$3.345.184,10;-$3.345.184,10;$3.340.192,60;$2.048,75;$2.942,75;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001848;00004472 PERFIL LIV. PARAL BASE 6 GALV CAL. 26;PERFIL LIV. PARAL BASE 6 GALV CAL. 26;OP-0000184800004472 PERFIL LIV. PARAL BASE 6 GALV CAL. 26;00105;28/02/2022;Und ;728,13;728,13;734,00;0,00;0,00;$0,00;$3.573.253,10;$0,00;$0,00;$0,00;IN143005  ;$2.942,75;$116.231,75;$113.886,00;EDP
;OP-00001848;00004530 PERFIL HR PISOPLACA AH C. 16B x 6MTS;CINTA HR 1.4 MM X 390 MM;OP-0000184800004530 PERFIL HR PISOPLACA AH C. 16B x 6MTS;00105;26/02/2022;kg  ;-1.682,00;0,00;0,00;1.682,00;1.682,00;$7.468.517,32;-$7.468.517,32;$7.464.951,48;$1.463,34;$2.102,50;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001848;00004530 PERFIL HR PISOPLACA AH C. 16B x 6MTS;PERFIL HR PISOPLACA AH C. 16B x 6MTS;OP-0000184800004530 PERFIL HR PISOPLACA AH C. 16B x 6MTS;00105;28/02/2022;Und ;1.683,36;1.683,36;63,00;0,00;0,00;$0,00;$7.735.468,14;$0,00;$0,00;$0,00;IN143005  ;$2.069,65;$233.254,89;$151.831,99;EDP
;OP-00001848;00004649 PERFIL C HR 150 MM X 50 MM CAL.16;CINTA HR 1.40 MM X 260 MM;OP-0000184800004649 PERFIL C HR 150 MM X 50 MM CAL.16;00105;26/02/2022;kg  ;-2.121,00;0,00;0,00;2.121,00;2.121,00;$9.419.170,11;-$9.419.170,11;$9.413.231,31;$2.439,15;$3.499,65;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001848;00004649 PERFIL C HR 150 MM X 50 MM CAL.16;PERFIL C HR 150 MM X 50 MM CAL.16;OP-0000184800004649 PERFIL C HR 150 MM X 50 MM CAL.16;00105;28/02/2022;Und ;2.218,32;2.218,32;117,00;0,00;0,00;$0,00;$9.808.906,11;$0,00;$0,00;$0,00;IN143005  ;$3.499,65;$237.933,15;$154.242,00;EDP
;OP-00001849;00001119 GRAFIL 7.5 MM X 6 MTS;GRAFIL 7.5 MM X 6 MTS;OP-0000184900001119 GRAFIL 7.5 MM X 6 MTS;00105;28/02/2022;Und ;2.136,16;2.136,16;1.027,00;0,00;0,00;$0,00;$8.185.178,54;$0,00;$0,00;$0,00;IN143005  ;$0,00;$6.624,00;$19.611,00;EDP
;OP-00001849;00001119 GRAFIL 7.5 MM X 6 MTS;KILOS ALAMBRON TREFILABLE 1012 9.0 MM;OP-0000184900001119 GRAFIL 7.5 MM X 6 MTS;00105;28/02/2022;kg  ;-2.134,00;0,00;0,00;2.134,00;2.134,00;$8.158.943,54;-$8.158.943,54;$8.158.943,54;$0,00;$0,00;IN140506  ;$0,00;$0,00;$0,00;SCM
;OP-00001850;00002365 FLEJE ANCHO GALV CTE C.26;CINTA GALV 0.38 MM X 144 MM;OP-0000185000002365 FLEJE ANCHO GALV CTE C.26;00105;25/02/2022;kg  ;-872,00;0,00;0,00;872,00;872,00;$3.811.546,88;-$3.811.546,88;$3.805.024,32;$2.633,44;$3.889,12;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001850;00002365 FLEJE ANCHO GALV CTE C.26;FLEJE ANCHO GALV CTE C.26;OP-0000185000002365 FLEJE ANCHO GALV CTE C.26;00105;28/02/2022;Und ;950,40;950,40;330,00;0,00;0,00;$0,00;$3.859.250,28;$0,00;$0,00;$0,00;IN143005  ;$3.889,12;$29.191,93;$21.144,91;EDP
;OP-00001850;00002366 FLEJE GALV CORRIENTE CAL. 24;CINTA GALV 0.52 MM X 145 MM;OP-0000185000002366 FLEJE GALV CORRIENTE CAL. 24;00105;25/02/2022;kg  ;-837,00;0,00;0,00;837,00;837,00;$3.745.591,74;-$3.745.591,74;$3.740.293,53;$2.167,83;$3.130,38;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001850;00002366 FLEJE GALV CORRIENTE CAL. 24;FLEJE GALV CORRIENTE CAL. 24;OP-0000185000002366 FLEJE GALV CORRIENTE CAL. 24;00105;28/02/2022;Und ;858,75;858,75;229,00;0,00;0,00;$0,00;$3.791.889,62;$0,00;$0,00;$0,00;IN143005  ;$3.130,38;$27.679,68;$20.786,03;EDP
;OP-00001851;00002365 FLEJE ANCHO GALV CTE C.26;CINTA GALV 0.38 MM X 144 MM;OP-0000185100002365 FLEJE ANCHO GALV CTE C.26;00105;26/02/2022;kg  ;-5.130,00;0,00;0,00;5.130,00;5.130,00;$22.697.669,41;-$22.697.669,41;$22.666.275,60;$12.730,89;$18.662,92;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001851;00002365 FLEJE ANCHO GALV CTE C.26;FLEJE ANCHO GALV CTE C.26;OP-0000185100002365 FLEJE ANCHO GALV CTE C.26;00105;28/02/2022;Und ;4.999,68;4.999,68;1.736,00;0,00;0,00;$0,00;$23.510.254,41;$0,00;$0,00;$0,00;IN143005  ;$18.662,92;$483.718,89;$341.597,00;EDP
;OP-00001852;00001124 TUBO CUAD 1 1/2 C.20A;CINTA 0.75 MM x 147 MM;OP-0000185200001124 TUBO CUAD 1 1/2 C.20A;00105;28/02/2022;kg  ;-2.309,00;0,00;0,00;2.309,00;2.309,00;$10.185.540,88;-$10.185.540,88;$10.173.650,37;$4.883,43;$7.007,08;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001852;00001124 TUBO CUAD 1 1/2 C.20A;TUBO CUAD 1 1/2 C.20A;OP-0000185200001124 TUBO CUAD 1 1/2 C.20A;00105;28/02/2022;Und ;2.525,07;2.525,07;438,00;0,00;0,00;$0,00;$10.548.612,77;$0,00;$0,00;$0,00;IN143005  ;$7.007,08;$96.856,92;$271.098,40;EDP
;OP-00001852;00001128 TUBO CUAD 1 C.18B;CINTA CR 1.05 MM X 93 MM;OP-0000185200001128 TUBO CUAD 1 C.18B;00105;28/02/2022;kg  ;-1.086,00;0,00;0,00;1.086,00;1.086,00;$4.854.832,68;-$4.854.832,68;$4.846.698,54;$2.932,20;$5.201,94;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001852;00001128 TUBO CUAD 1 C.18B;TUBO CUAD 1 C.18B;OP-0000185200001128 TUBO CUAD 1 C.18B;00105;28/02/2022;Und ;1.151,57;1.151,57;227,00;0,00;0,00;$0,00;$5.020.018,28;$0,00;$0,00;$0,00;IN143005  ;$5.201,94;$44.797,80;$123.320,00;EDP
;OP-00001852;00001130 TUBO CUAD 1 C.20A;CINTA CR 0.75 MM X 93 MM;OP-0000185200001130 TUBO CUAD 1 C.20A;00105;28/02/2022;kg  ;-584,00;0,00;0,00;584,00;584,00;$2.613.785,44;-$2.613.785,44;$2.608.336,72;$2.236,72;$3.212,00;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001852;00001130 TUBO CUAD 1 C.20A;TUBO CUAD 1 C.20A;OP-0000185200001130 TUBO CUAD 1 C.20A;00105;28/02/2022;Und ;652,75;652,75;175,00;0,00;0,00;$0,00;$2.712.737,00;$0,00;$0,00;$0,00;IN143005  ;$3.212,00;$27.356,08;$73.832,20;EDP
;OP-00001852;00001134 TUBO CUAD 3/4 C.20A;CINTA 0.75 MM x 73 MM;OP-0000185200001134 TUBO CUAD 3/4 C.20A;00105;28/02/2022;kg  ;-933,00;0,00;0,00;933,00;933,00;$4.189.375,26;-$4.189.375,26;$4.179.672,06;$3.648,03;$6.055,17;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001852;00001134 TUBO CUAD 3/4 C.20A;TUBO CUAD 3/4 C.20A;OP-0000185200001134 TUBO CUAD 3/4 C.20A;00105;28/02/2022;Und ;1.004,65;1.004,65;355,00;0,00;0,00;$0,00;$4.321.187,31;$0,00;$0,00;$0,00;IN143005  ;$6.055,17;$37.009,68;$98.450,40;EDP
;OP-00001852;00001136 TUBO CUAD 3/4 C.22;CINTA 0,65 MM x 73 MM;OP-0000185200001136 TUBO CUAD 3/4 C.22;00105;28/02/2022;kg  ;-456,00;0,00;0,00;456,00;456,00;$2.096.460,00;-$2.096.460,00;$2.090.326,80;$2.517,12;$3.616,08;IN141006  ;$0,00;$0,00;$0,00;SCM
;OP-00001852;00001136 TUBO CUAD 3/4 C.22;TUBO CUAD 3/4 C.22;OP-0000185200001136 TUBO CUAD 3/4 C.22;00105;28/02/2022;Und ;498,88;498,88;201,00;0,00;0,00;$0,00;$2.162.357,61;$0,00;$0,00;$0,00;IN143005  ;$3.616,08;$19.132,53;$49.282,20;EDP
;OP-00001852;00001139 TUBO RECT 20X40 C.20A;CINTA 0,75 MM X 116 MM;OP-0000185200001139 TUBO RECT 20X40 C.20A;00105;28/02/2022;kg  ;-917,00;0,00;0,00;917,00;917,00;$3.980.999,61;-$3.980.999,61;$3.973.929,54;$2.897,72;$4.172,35;IN141006  ;$0,00;$0,00;$0,00;SCM
